,city,state,address,geom,latitude,longitude
2081,Citronelle,AL,"Citronelle,AL,USA","(31.069346, -88.31528312752161)",31.069346,-88.31528312752161
2082,Stanwood,WA,"Stanwood,WA,USA","(41.8930715, -91.1507132)",41.8930715,-91.1507132
2083,Missouri City,TX,"Missouri City,TX,USA","(29.6185669, -95.5377215)",29.6185669,-95.5377215
2084,Ankeny,IA,"Ankeny,IA,USA","(41.7318715, -93.6003837)",41.7318715,-93.6003837
2085,Jacksonville,AR,"Jacksonville,AR,USA","(34.8662005, -92.1101458)",34.8662005,-92.1101458
2086,Walla Walla,WA,"Walla Walla,WA,USA","(46.0667277, -118.3393456)",46.0667277,-118.3393456
2087,Manitowoc,WI,"Manitowoc,WI,USA","(44.0998341, -87.827992)",44.0998341,-87.827992
2088,Temple Hills,MD,"Temple Hills,MD,USA","(38.8140024, -76.9455296)",38.8140024,-76.9455296
2089,Maspeth,NY,"Maspeth,NY,USA","(40.723158, -73.912637)",40.723158,-73.912637
2090,Christian County,KY,"Christian County,KY,USA","(36.8778665, -87.5014545)",36.8778665,-87.5014545
2091,Marysville,WA,"Marysville,WA,USA","(48.0517429, -122.1768209)",48.0517429,-122.1768209
2092,Williamsburg,KY,"Williamsburg,KY,USA","(36.7434169, -84.1596561)",36.7434169,-84.1596561
2093,Stead,NV,"Stead,NV,USA","(39.6579653, -119.8771405)",39.6579653,-119.8771405
2094,East Los Angeles,CA,"East Los Angeles,CA,USA","(34.0239015, -118.1720157)",34.0239015,-118.1720157
2095,Peoria,AZ,"Peoria,AZ,USA","(33.5806115, -112.2372942)",33.5806115,-112.2372942
2096,Stanfordville,NY,"Stanfordville,NY,USA","(41.8673152, -73.7142954)",41.8673152,-73.7142954
2097,Enid,OK,"Enid,OK,USA","(36.3967623, -97.8791341)",36.3967623,-97.8791341
2098,Hammond,LA,"Hammond,LA,USA","(41.5833658, -87.500043)",41.5833658,-87.500043
2099,Johns Island,SC,"Johns Island,SC,USA","(32.7024009, -80.0481488)",32.7024009,-80.0481488
2100,Epping,NH,"Epping,NH,USA","(43.0394461, -71.0730253)",43.0394461,-71.0730253
2101,Greenback,TN,"Greenback,TN,USA","(35.6611904, -84.1721357)",35.6611904,-84.1721357
2102,Hastings,MN,"Hastings,MN,USA","(44.7426933, -92.8518697)",44.7426933,-92.8518697
2103,Victorville,CA,"Victorville,CA,USA","(34.5361067, -117.2911565)",34.5361067,-117.2911565
2104,Bartlett,TN,"Bartlett,TN,USA","(35.2045329, -89.8739753)",35.2045329,-89.8739753
2106,Hayti,MO,"Hayti,MO,USA","(36.233679, -89.7495272)",36.233679,-89.7495272
2107,Chinle,AZ,"Chinle,AZ,USA","(36.150143400000005, -109.56706853699023)",36.150143400000005,-109.56706853699023
2108,Auburn,CA,"Auburn,CA,USA","(38.8945939, -121.0739897)",38.8945939,-121.0739897
2109,Lawtey,FL,"Lawtey,FL,USA","(30.0441284, -82.0717733)",30.0441284,-82.0717733
2110,Clovis,NM,"Clovis,NM,USA","(34.405472, -103.2050709)",34.405472,-103.2050709
2111,Okarche,OK,"Okarche,OK,USA","(35.7258795, -97.9764411)",35.7258795,-97.9764411
2112,Oak Ridge,TN,"Oak Ridge,TN,USA","(36.0103562, -84.2696449)",36.0103562,-84.2696449
2113,Larimer County,CO,"Larimer County,CO,USA","(40.6810174, -105.4726907)",40.6810174,-105.4726907
2114,Thousand Oaks,CA,"Thousand Oaks,CA,USA","(34.17142715, -118.91058772974445)",34.17142715,-118.91058772974445
2115,Sullivan,IN,"Sullivan,IN,USA","(39.0492722, -87.4172644)",39.0492722,-87.4172644
2116,Fort Smith,AR,"Fort Smith,AR,USA","(35.3872218, -94.4248983)",35.3872218,-94.4248983
2117,Orem,OR,"Orem,OR,USA","(45.1576293, -122.506117)",45.1576293,-122.506117
2118,Woodville,CA,"Woodville,CA,USA","(36.0934931, -119.1991388)",36.0934931,-119.1991388
2119,Jeffersonville,OH,"Jeffersonville,OH,USA","(39.6536719, -83.5638094)",39.6536719,-83.5638094
2120,Hilltop,OH,"Hilltop,OH,USA","(41.16454895, -80.7431666127483)",41.16454895,-80.7431666127483
2121,Quinlan,TX,"Quinlan,TX,USA","(32.9103998, -96.1355295)",32.9103998,-96.1355295
2122,Kearns,UT,"Kearns,UT,USA","(40.6597665, -111.9965997)",40.6597665,-111.9965997
2123,Elkhorn,WI,"Elkhorn,WI,USA","(42.6727927, -88.5445447)",42.6727927,-88.5445447
2124,Darlington County,SC,"Darlington County,SC,USA","(34.3609331, -79.9438572)",34.3609331,-79.9438572
2125,Washington,NC,"Washington,NC,USA","(35.5493702, -77.0535574)",35.5493702,-77.0535574
2126,Quincy,FL,"Quincy,FL,USA","(30.5871948, -84.5832619)",30.5871948,-84.5832619
2127,Riverton,UT,"Riverton,UT,USA","(40.5220027, -111.9391003)",40.5220027,-111.9391003
2128,Newport,TN,"Newport,TN,USA","(35.9670412, -83.1876578)",35.9670412,-83.1876578
2129,Snellville,GA,"Snellville,GA,USA","(33.857328, -84.0199108)",33.857328,-84.0199108
2130,Alderwood Manor,WA,"Alderwood Manor,WA,USA","(47.8023821, -122.2586266)",47.8023821,-122.2586266
2131,Parkville,MD,"Parkville,MD,USA","(39.3773292, -76.5396875)",39.3773292,-76.5396875
2132,Bandon,OR,"Bandon,OR,USA","(43.1188464, -124.4080001)",43.1188464,-124.4080001
2133,Danville,CA,"Danville,CA,USA","(37.8215929, -121.9999606)",37.8215929,-121.9999606
2134,St. Clair Shores,MI,"St. Clair Shores,MI,USA","(42.4969652, -82.8890965)",42.4969652,-82.8890965
2135,Clear Creek Canyon,CO,"Clear Creek Canyon,CO,USA","(39.9334336, -111.2124744)",39.9334336,-111.2124744
2136,Glen Burnie,MD,"Glen Burnie,MD,USA","(39.1626298, -76.6250756)",39.1626298,-76.6250756
2137,Cocke County,TN,"Cocke County,TN,USA","(35.9467093, -83.103978)",35.9467093,-83.103978
2138,Port Charlotte,FL,"Port Charlotte,FL,USA","(26.9761707, -82.0906448)",26.9761707,-82.0906448
2139,Camp Croft,SC,"Camp Croft,SC,USA","(34.9106819, -81.8528801)",34.9106819,-81.8528801
2140,St. Cloud,FL,"St. Cloud,FL,USA","(28.2498534, -81.2839038)",28.2498534,-81.2839038
2141,Corona,CA,"Corona,CA,USA","(33.8752945, -117.5664449)",33.8752945,-117.5664449
2142,Charleston View,CA,"Charleston View,CA,USA","(35.9714157, -115.8736896)",35.9714157,-115.8736896
2143,Shakopee,MN,"Shakopee,MN,USA","(44.7980186, -93.5268986)",44.7980186,-93.5268986
2144,Clarksdale,MS,"Clarksdale,MS,USA","(34.2006479, -90.5702071)",34.2006479,-90.5702071
2145,Robbins,IL,"Robbins,IL,USA","(41.6439227, -87.7036602)",41.6439227,-87.7036602
2146,Mantoloking,NJ,"Mantoloking,NJ,USA","(40.0393597, -74.0505306)",40.0393597,-74.0505306
2147,Pratt,KS,"Pratt,KS,USA","(37.6280602, -98.7485305)",37.6280602,-98.7485305
2148,Wythe County,VA,"Wythe County,VA,USA","(36.9118401, -81.0639347)",36.9118401,-81.0639347
2149,Auburn,MA,"Auburn,MA,USA","(42.1964541, -71.8462808)",42.1964541,-71.8462808
2150,Haynesville,AL,"Haynesville,AL,USA","(45.8261688, -67.9911283)",45.8261688,-67.9911283
2151,Paradise,CA,"Paradise,CA,USA","(39.7596061, -121.6219177)",39.7596061,-121.6219177
2152,Demopolis,AL,"Demopolis,AL,USA","(32.5178284, -87.8368201)",32.5178284,-87.8368201
2153,Missoula,MT,"Missoula,MT,USA","(46.8701049, -113.9952672)",46.8701049,-113.9952672
2154,Magnolia,AR,"Magnolia,AR,USA","(33.2670725, -93.2393341)",33.2670725,-93.2393341
2155,Stillwater,MN,"Stillwater,MN,USA","(45.0564041, -92.8134982)",45.0564041,-92.8134982
2156,Franklinton,OH,"Franklinton,OH,USA","(39.9571326, -83.0260317)",39.9571326,-83.0260317
2157,Lincoln Township,MI,"Lincoln Township,MI,USA","(43.509739800000006, -84.78688793071038)",43.509739800000006,-84.78688793071038
2158,Talladega,AL,"Talladega,AL,USA","(33.3967079, -86.1597137)",33.3967079,-86.1597137
2159,Bell Gardens,CA,"Bell Gardens,CA,USA","(33.9694561, -118.1503953)",33.9694561,-118.1503953
2160,Palmer,AK,"Palmer,AK,USA","(61.5995703, -149.1110902)",61.5995703,-149.1110902
2161,Gunnison County,CO,"Gunnison County,CO,USA","(38.6476702, -107.0603126)",38.6476702,-107.0603126
2162,Bremen,KY,"Bremen,KY,USA","(37.3614333, -87.2186078)",37.3614333,-87.2186078
2163,South Knoxville,TN,"South Knoxville,TN,USA","(35.9431389, -83.8987936)",35.9431389,-83.8987936
2164,Clinton,UT,"Clinton,UT,USA","(41.1396708, -112.0505108)",41.1396708,-112.0505108
2165,Virginia,MN,"Virginia,MN,USA","(47.52326, -92.536571)",47.52326,-92.536571
2166,Bemidji,MN,"Bemidji,MN,USA","(47.4785418, -94.8907869)",47.4785418,-94.8907869
2167,Old Town,ME,"Old Town,ME,USA","(44.934669, -68.645325)",44.934669,-68.645325
2168,New Underwood,SD,"New Underwood,SD,USA","(44.09332, -102.836282)",44.09332,-102.836282
2169,Tamarac,FL,"Tamarac,FL,USA","(26.205211499999997, -80.2710556635621)",26.205211499999997,-80.2710556635621
2170,Philadephia,PA,"Philadephia,PA,USA","(39.9860268, -75.2500987)",39.9860268,-75.2500987
2171,Martinez,CA,"Martinez,CA,USA","(38.0138934, -122.1338674)",38.0138934,-122.1338674
2172,Henry County,GA,"Henry County,GA,USA","(33.4519942, -84.1367771)",33.4519942,-84.1367771
2173,West Wendover,NV,"West Wendover,NV,USA","(40.7426699, -114.0720873)",40.7426699,-114.0720873
2174,Noble County,OK,"Noble County,OK,USA","(36.4129621, -97.2681939)",36.4129621,-97.2681939
2175,Fredonia,NY,"Fredonia,NY,USA","(42.440058, -79.331711)",42.440058,-79.331711
2176,Bibb County,GA,"Bibb County,GA,USA","(32.8095879, -83.694562)",32.8095879,-83.694562
2177,Pahoa,HI,"Pahoa,HI,USA","(19.4967518, -154.9500722)",19.4967518,-154.9500722
2178,Rangley,CO,"Rangley,CO,USA","(39.8737953, -108.73192604000141)",39.8737953,-108.73192604000141
2179,Pope County,AR,"Pope County,AR,USA","(35.453867, -93.0498623)",35.453867,-93.0498623
2180,Calhoun,GA,"Calhoun,GA,USA","(31.5311784, -84.614328)",31.5311784,-84.614328
2181,Bushnell,FL,"Bushnell,FL,USA","(28.6644827, -82.1117399)",28.6644827,-82.1117399
2182,Shirley,NY,"Shirley,NY,USA","(40.796841650000005, -72.87000485081444)",40.796841650000005,-72.87000485081444
2183,Hanford,CA,"Hanford,CA,USA","(36.3274502, -119.6456844)",36.3274502,-119.6456844
2184,Apple Creek,OH,"Apple Creek,OH,USA","(40.7517229, -81.8393038)",40.7517229,-81.8393038
2185,Natomas,CA,"Natomas,CA,USA","(38.65300015, -121.49784368386509)",38.65300015,-121.49784368386509
2186,Franklin Township,PA,"Franklin Township,PA,USA","(40.8557299, -75.66859788080849)",40.8557299,-75.66859788080849
2187,Union City,PA,"Union City,PA,USA","(41.8995001, -79.8453298)",41.8995001,-79.8453298
2188,Springfield,FL,"Springfield,FL,USA","(30.1532572, -85.6113154)",30.1532572,-85.6113154
2189,Wailuku,HI,"Wailuku,HI,USA","(20.8894684, -156.5089397899955)",20.8894684,-156.5089397899955
2190,Rector,AR,"Rector,AR,USA","(36.2631185, -90.2926008)",36.2631185,-90.2926008
2191,Tullahoma,TN,"Tullahoma,TN,USA","(35.3620235, -86.2094342)",35.3620235,-86.2094342
2192,Crawfordsville,IN,"Crawfordsville,IN,USA","(40.0401991, -86.8990249)",40.0401991,-86.8990249
2193,Danbury,CT,"Danbury,CT,USA","(41.394817, -73.4540111)",41.394817,-73.4540111
2194,Fort Dodge,IA,"Fort Dodge,IA,USA","(42.4974694, -94.1680158)",42.4974694,-94.1680158
2195,Longmont,CO,"Longmont,CO,USA","(40.1672117, -105.1019287)",40.1672117,-105.1019287
2196,Davidson County,NC,"Davidson County,NC,USA","(35.7902384, -80.2115053)",35.7902384,-80.2115053
2197,Shallotte,NC,"Shallotte,NC,USA","(33.9732275, -78.3858371)",33.9732275,-78.3858371
2198,Niles,OH,"Niles,OH,USA","(41.1828353, -80.765358)",41.1828353,-80.765358
2199,Greenport,NY,"Greenport,NY,USA","(41.0997171, -72.3631293)",41.0997171,-72.3631293
2200,Albert Lea,MN,"Albert Lea,MN,USA","(43.6480127, -93.3682656)",43.6480127,-93.3682656
2201,Bozeman,MT,"Bozeman,MT,USA","(45.6794293, -111.0440474)",45.6794293,-111.0440474
2202,Treme,LA,"Treme,LA,USA","(29.966746, -90.0681068)",29.966746,-90.0681068
2203,San Marcos,TX,"San Marcos,TX,USA","(29.8826436, -97.9405828)",29.8826436,-97.9405828
2204,Union County,SC,"Union County,SC,USA","(40.9745493, -77.0785945)",40.9745493,-77.0785945
2205,Milwaukie,OR,"Milwaukie,OR,USA","(45.4453901, -122.6392889)",45.4453901,-122.6392889
2206,Hurricane,WV,"Hurricane,WV,USA","(38.4325896, -82.0201368)",38.4325896,-82.0201368
2207,Glen Valley,CA,"Glen Valley,CA,USA","(33.861962, -117.3261526)",33.861962,-117.3261526
2208,Leadwood,MO,"Leadwood,MO,USA","(37.8672729, -90.5931819)",37.8672729,-90.5931819
2209,Eclectic,AL,"Eclectic,AL,USA","(32.667617, -86.06791184720421)",32.667617,-86.06791184720421
2210,Lake Charles,LA,"Lake Charles,LA,USA","(30.2265949, -93.2173759)",30.2265949,-93.2173759
2211,Huntsville,TX,"Huntsville,TX,USA","(30.7235263, -95.5507771)",30.7235263,-95.5507771
2212,Dearborn County,IN,"Dearborn County,IN,USA","(39.1340338, -84.9820997)",39.1340338,-84.9820997
2213,Calabasas,CA,"Calabasas,CA,USA","(34.1446643, -118.6440973)",34.1446643,-118.6440973
2214,White Lake,SD,"White Lake,SD,USA","(43.730273, -98.7137)",43.730273,-98.7137
2215,Linda,CA,"Linda,CA,USA","(39.1276702, -121.5507976)",39.1276702,-121.5507976
2216,Logan Township,NJ,"Logan Township,NJ,USA","(40.091169, -74.134451)",40.091169,-74.134451
2217,Roseville,CA,"Roseville,CA,USA","(38.7521235, -121.2880059)",38.7521235,-121.2880059
2218,Fort Lupton,CO,"Fort Lupton,CO,USA","(40.0847055, -104.8130275)",40.0847055,-104.8130275
2219,Sperry,OK,"Sperry,OK,USA","(36.2921, -95.96902871994789)",36.2921,-95.96902871994789
2220,O'Fallon,MO,"O'Fallon,MO,USA","(38.7910374, -90.7039107)",38.7910374,-90.7039107
2221,St. Louis Park,MN,"St. Louis Park,MN,USA","(44.9475726, -93.3569023)",44.9475726,-93.3569023
2222,Naschitti,NM,"Naschitti,NM,USA","(36.061836, -108.67403207416697)",36.061836,-108.67403207416697
2223,South Haven,IN,"South Haven,IN,USA","(41.5429357, -87.1395051)",41.5429357,-87.1395051
2224,Ehrenberg,AZ,"Ehrenberg,AZ,USA","(33.616226999999995, -114.47891646902286)",33.616226999999995,-114.47891646902286
2225,Dyersburg,TN,"Dyersburg,TN,USA","(36.0345159, -89.3856281)",36.0345159,-89.3856281
2226,North Escambia,FL,"North Escambia,FL,USA","(30.6625885, -87.3451089)",30.6625885,-87.3451089
2227,Mercury,NV,"Mercury,NV,USA","(36.6605105, -115.9944747)",36.6605105,-115.9944747
2228,Kirkwood,NY,"Kirkwood,NY,USA","(42.0397993, -75.7971341)",42.0397993,-75.7971341
2229,Butte County,CA,"Butte County,CA,USA","(39.6519275, -121.5858444)",39.6519275,-121.5858444
2230,Tehama County,CA,"Tehama County,CA,USA","(40.1251334, -122.2015529)",40.1251334,-122.2015529
2231,Kalihi,HI,"Kalihi,HI,USA","(21.3361131, -157.8716339)",21.3361131,-157.8716339
2232,Passaic,NJ,"Passaic,NJ,USA","(40.8567663, -74.1284764)",40.8567663,-74.1284764
2233,Waukegan,IL,"Waukegan,IL,USA","(42.3636331, -87.8447938)",42.3636331,-87.8447938
2234,Clarksburg,WV,"Clarksburg,WV,USA","(39.2806451, -80.3445341)",39.2806451,-80.3445341
2235,Farmville,VA,"Farmville,VA,USA","(37.3024713, -78.3923813)",37.3024713,-78.3923813
2236,LaSalle,CO,"LaSalle,CO,USA","(41.3474892, -88.9011861)",41.3474892,-88.9011861
2237,Walter Hill,TN,"Walter Hill,TN,USA","(30.1335551, -90.9543741)",30.1335551,-90.9543741
2238,Stone County,MS,"Stone County,MS,USA","(30.7843863, -89.1342764)",30.7843863,-89.1342764
2239,Snyder,TX,"Snyder,TX,USA","(32.7178862, -100.9176184)",32.7178862,-100.9176184
2240,Banning,CA,"Banning,CA,USA","(33.9255685, -116.875289)",33.9255685,-116.875289
2241,Barberton,OH,"Barberton,OH,USA","(41.012833, -81.6051221)",41.012833,-81.6051221
2242,Bailey,NC,"Bailey,NC,USA","(35.7809129, -78.118429)",35.7809129,-78.118429
2243,Del City,OK,"Del City,OK,USA","(35.442007, -97.4408709)",35.442007,-97.4408709
2244,Montgomery,WV,"Montgomery,WV,USA","(38.1803833, -81.3284452)",38.1803833,-81.3284452
2245,Crestwood,KY,"Crestwood,KY,USA","(38.3235441, -85.4726215)",38.3235441,-85.4726215
2246,Defiance,OH,"Defiance,OH,USA","(41.3203058, -84.5084835)",41.3203058,-84.5084835
2247,Cinco Ranch,TX,"Cinco Ranch,TX,USA","(29.7388418, -95.7580048)",29.7388418,-95.7580048
2248,Apex,NC,"Apex,NC,USA","(35.7325352, -78.8505516)",35.7325352,-78.8505516
2249,Aspers,PA,"Aspers,PA,USA","(39.9769235, -77.22764961459416)",39.9769235,-77.22764961459416
2250,Clinton,MS,"Clinton,MS,USA","(32.3415342, -90.3217585)",32.3415342,-90.3217585
2251,Napa Valley,CA,"Napa Valley,CA,USA","(34.174793, -84.120559)",34.174793,-84.120559
2252,Claiborne County,TN,"Claiborne County,TN,USA","(36.4673161, -83.6786377)",36.4673161,-83.6786377
2254,Walton,WV,"Walton,WV,USA","(38.6389816, -81.4020653)",38.6389816,-81.4020653
2255,Poteet,TX,"Poteet,TX,USA","(29.0373494, -98.5752172)",29.0373494,-98.5752172
2256,Blountville,TN,"Blountville,TN,USA","(36.533767, -82.33343531171823)",36.533767,-82.33343531171823
2257,Flint,MI,"Flint,MI,USA","(43.0161693, -83.6900211)",43.0161693,-83.6900211
2258,McIntosh County,GA,"McIntosh County,GA,USA","(31.4979689, -81.3921575)",31.4979689,-81.3921575
2259,Miltona,MN,"Miltona,MN,USA","(46.0441295, -95.2914238)",46.0441295,-95.2914238
2260,Huger,SC,"Huger,SC,USA","(33.0965591, -79.803412)",33.0965591,-79.803412
2261,Struthers,OH,"Struthers,OH,USA","(41.055945, -80.589712)",41.055945,-80.589712
2262,DeRidder,LA,"DeRidder,LA,USA","(30.846201, -93.289281)",30.846201,-93.289281
2263,Lone Tree,CO,"Lone Tree,CO,USA","(39.5360997, -104.8963682)",39.5360997,-104.8963682
2264,Fairfield,TX,"Fairfield,TX,USA","(31.7244035, -96.1648789)",31.7244035,-96.1648789
2265,Sebewaing,MI,"Sebewaing,MI,USA","(43.71211155, -83.41119243803948)",43.71211155,-83.41119243803948
2266,Mount Holly,NC,"Mount Holly,NC,USA","(35.2976601, -81.0162049)",35.2976601,-81.0162049
2267,Fairchild,WI,"Fairchild,WI,USA","(44.6002391, -90.9629277)",44.6002391,-90.9629277
2268,Carter County,KY,"Carter County,KY,USA","(38.3199171, -83.0039034)",38.3199171,-83.0039034
2269,Glenoma,WA,"Glenoma,WA,USA","(46.5145545, -122.1600994)",46.5145545,-122.1600994
2270,Rancho Mirage,CA,"Rancho Mirage,CA,USA","(33.763346, -116.4228596)",33.763346,-116.4228596
2271,DeKalb County,GA,"DeKalb County,GA,USA","(33.7575613, -84.2186508)",33.7575613,-84.2186508
2272,Athens,GA,"Athens,GA,USA","(33.9597677, -83.376398)",33.9597677,-83.376398
2273,Cheatham County,TN,"Cheatham County,TN,USA","(36.2444954, -87.0967857)",36.2444954,-87.0967857
2274,Pennfield Township,MI,"Pennfield Township,MI,USA","(42.3733731, -85.1024911)",42.3733731,-85.1024911
2275,Quanah,TX,"Quanah,TX,USA","(34.2937246, -99.7423674)",34.2937246,-99.7423674
2276,Monahans,TX,"Monahans,TX,USA","(31.5886066, -102.8869847)",31.5886066,-102.8869847
2277,Cofield,NC,"Cofield,NC,USA","(36.3565436, -76.9099577)",36.3565436,-76.9099577
2278,Westminster,MD,"Westminster,MD,USA","(39.5752639, -76.9959277)",39.5752639,-76.9959277
2279,Salacoa,GA,"Salacoa,GA,USA","(34.3906474, -84.6113207)",34.3906474,-84.6113207
2280,Kalamazoo,MI,"Kalamazoo,MI,USA","(42.291707, -85.5872286)",42.291707,-85.5872286
2281,Ashland,CA,"Ashland,CA,USA","(37.1886376, -99.7656834)",37.1886376,-99.7656834
2282,Grand Island,NE,"Grand Island,NE,USA","(40.924271, -98.338685)",40.924271,-98.338685
2283,Greensburg,PA,"Greensburg,PA,USA","(40.3014581, -79.5389289)",40.3014581,-79.5389289
2284,Monroe County,MS,"Monroe County,MS,USA","(33.8884929, -88.4747009)",33.8884929,-88.4747009
2285,Ontario,OR,"Ontario,OR,USA","(44.0265525, -116.9629378)",44.0265525,-116.9629378
2286,Macoupin County,IL,"Macoupin County,IL,USA","(39.2420653, -89.925212)",39.2420653,-89.925212
2287,The Dalles,OR,"The Dalles,OR,USA","(45.6015056, -121.1841587)",45.6015056,-121.1841587
2288,Bastrop,LA,"Bastrop,LA,USA","(30.0900753, -97.3127179)",30.0900753,-97.3127179
2289,Kittitas,WA,"Kittitas,WA,USA","(46.9838217, -120.4182898)",46.9838217,-120.4182898
2290,University City,MO,"University City,MO,USA","(38.6569083, -90.3103443)",38.6569083,-90.3103443
2291,State College,PA,"State College,PA,USA","(40.7944504, -77.8616386)",40.7944504,-77.8616386
2292,Sandy Springs,GA,"Sandy Springs,GA,USA","(33.9242688, -84.3785379)",33.9242688,-84.3785379
2293,Ernul,NC,"Ernul,NC,USA","(35.2526614, -77.079671)",35.2526614,-77.079671
2294,Walterboro,SC,"Walterboro,SC,USA","(32.9021377, -80.6672631)",32.9021377,-80.6672631
2295,Port St. Joe,FL,"Port St. Joe,FL,USA","(29.8118757, -85.302974)",29.8118757,-85.302974
2296,Thurmont,MD,"Thurmont,MD,USA","(39.6237094, -77.4108201)",39.6237094,-77.4108201
2297,Horry County,SC,"Horry County,SC,USA","(33.9204504, -78.9578973)",33.9204504,-78.9578973
2298,Burnet,TX,"Burnet,TX,USA","(30.7763939, -98.1700016)",30.7763939,-98.1700016
2299,Manchester,NH,"Manchester,NH,USA","(42.9956397, -71.4547891)",42.9956397,-71.4547891
2300,Cochran County,TX,"Cochran County,TX,USA","(33.5905096, -102.805677)",33.5905096,-102.805677
2301,Terrytown,LA,"Terrytown,LA,USA","(29.910205, -90.0325709)",29.910205,-90.0325709
2302,Watuaga County,NC,"Watuaga County,NC,USA","(36.303702, -81.9712)",36.303702,-81.9712
2303,Union City,GA,"Union City,GA,USA","(33.5870558, -84.5424299)",33.5870558,-84.5424299
2304,Brownstown,IN,"Brownstown,IN,USA","(38.8789426, -86.0419247)",38.8789426,-86.0419247
2305,Boynton Beach,FL,"Boynton Beach,FL,USA","(26.5256179, -80.0666026)",26.5256179,-80.0666026
2306,Pelion,SC,"Pelion,SC,USA","(33.7625708, -81.2445502)",33.7625708,-81.2445502
2307,Bloomingdale,IL,"Bloomingdale,IL,USA","(41.9575285, -88.0809036)",41.9575285,-88.0809036
2308,New Albany,IN,"New Albany,IN,USA","(38.2856247, -85.8241312)",38.2856247,-85.8241312
2309,Greeneville,TN,"Greeneville,TN,USA","(36.1631575, -82.8309861)",36.1631575,-82.8309861
2310,Blytheville,AR,"Blytheville,AR,USA","(35.9272953, -89.9189754)",35.9272953,-89.9189754
2311,Hamilton County,TN,"Hamilton County,TN,USA","(35.1755638, -85.1940792)",35.1755638,-85.1940792
2312,Henry County,IN,"Henry County,IN,USA","(39.9297608, -85.4043542)",39.9297608,-85.4043542
2313,Mexico Beach,FL,"Mexico Beach,FL,USA","(29.9484826, -85.4193954)",29.9484826,-85.4193954
2314,Canutillo,TX,"Canutillo,TX,USA","(31.9124684, -106.5980984)",31.9124684,-106.5980984
2315,Ahwatukee,AZ,"Ahwatukee,AZ,USA","(33.3194186, -112.0312962)",33.3194186,-112.0312962
2316,Clinton,LA,"Clinton,LA,USA","(38.5896187, -89.420064)",38.5896187,-89.420064
2317,Dalhart,TX,"Dalhart,TX,USA","(36.0594772, -102.5132497)",36.0594772,-102.5132497
2318,Rushville,NE,"Rushville,NE,USA","(42.7181654, -102.4638125)",42.7181654,-102.4638125
2319,Pigeon Forge,TN,"Pigeon Forge,TN,USA","(35.7884241, -83.5543329)",35.7884241,-83.5543329
2320,Lee,NY,"Lee,NY,USA","(43.278705, -75.571861)",43.278705,-75.571861
2321,Montesano,WA,"Montesano,WA,USA","(46.9812063, -123.6026629)",46.9812063,-123.6026629
2322,Pentress,WV,"Pentress,WV,USA","(39.7103569, -80.1603472)",39.7103569,-80.1603472
2323,Coon Rapids,MN,"Coon Rapids,MN,USA","(45.1728923, -93.3023898)",45.1728923,-93.3023898
2324,Wethersfield,CT,"Wethersfield,CT,USA","(41.7142665, -72.6525922)",41.7142665,-72.6525922
2325,Watauga,TX,"Watauga,TX,USA","(32.8579056, -97.2547371)",32.8579056,-97.2547371
2326,Shelby,MT,"Shelby,MT,USA","(48.5054997, -111.8568729)",48.5054997,-111.8568729
2327,Owingsville,KY,"Owingsville,KY,USA","(38.1448015, -83.7640847)",38.1448015,-83.7640847
2328,Clarksville,IN,"Clarksville,IN,USA","(38.2967791, -85.7602087)",38.2967791,-85.7602087
2329,Hancock County,MS,"Hancock County,MS,USA","(30.3892826, -89.4782116)",30.3892826,-89.4782116
2330,Welch,WV,"Welch,WV,USA","(37.4328886, -81.5844357)",37.4328886,-81.5844357
2331,Welcome,NC,"Welcome,NC,USA","(35.909136849999996, -80.25407273988517)",35.909136849999996,-80.25407273988517
2332,Perris,CA,"Perris,CA,USA","(33.7825194, -117.2286478)",33.7825194,-117.2286478
2333,Meadowlake,NM,"Meadowlake,NM,USA","(34.796112, -106.67408)",34.796112,-106.67408
2334,Bruce,FL,"Bruce,FL,USA","(30.4724182, -85.9652142)",30.4724182,-85.9652142
2335,Hiltons,VA,"Hiltons,VA,USA","(36.6545454, -82.4670941)",36.6545454,-82.4670941
2336,Glenwood,GA,"Glenwood,GA,USA","(32.1799008, -82.6695802)",32.1799008,-82.6695802
2337,Cedar Hill,TX,"Cedar Hill,TX,USA","(32.5888072, -96.9553675)",32.5888072,-96.9553675
2338,Hermantown,MN,"Hermantown,MN,USA","(46.8068852, -92.2382464)",46.8068852,-92.2382464
2339,Angel Fire,NM,"Angel Fire,NM,USA","(36.3930879, -105.2850091)",36.3930879,-105.2850091
2340,Lumberton,MS,"Lumberton,MS,USA","(31.0010729, -89.4521345)",31.0010729,-89.4521345
2341,Goleta,CA,"Goleta,CA,USA","(34.4358295, -119.8276389)",34.4358295,-119.8276389
2342,Wytheville,VA,"Wytheville,VA,USA","(36.9479966, -81.0869747)",36.9479966,-81.0869747
2343,Tunbridge,VT,"Tunbridge,VT,USA","(43.8888542, -72.4937239)",43.8888542,-72.4937239
2344,Parks,AZ,"Parks,AZ,USA","(35.260615, -111.9485469)",35.260615,-111.9485469
2345,South Sioux City,NE,"South Sioux City,NE,USA","(42.4737805, -96.4135909)",42.4737805,-96.4135909
2346,New Boston,TX,"New Boston,TX,USA","(33.4598415, -94.4154787)",33.4598415,-94.4154787
2347,Davie,FL,"Davie,FL,USA","(26.075729, -80.28410897530864)",26.075729,-80.28410897530864
